"['USDC-USD', 'DAI-USD', 'LTC-USD', 'TUSD-USD']","['USDC-USD', 'DAI-USD', 'LEO-USD', 'TUSD-USD']","['USDC-USD', 'DAI-USD', 'XMR-USD', 'TUSD-USD']","['SOL-USD', 'USDC-USD', 'DAI-USD', 'XMR-USD']","['USDC-USD', 'SHIB-USD', 'DAI-USD', 'CRO-USD']","['USDC-USD', 'DOGE-USD', 'DAI-USD', 'XMR-USD']","['USDC-USD', 'DAI-USD', 'ATOM-USD', 'XMR-USD']","['USDC-USD', 'DAI-USD', 'XMR-USD']","['ETH-USD', 'USDC-USD', 'DAI-USD', 'CRO-USD']","['USDC-USD', 'DAI-USD', 'XMR-USD', 'HBAR-USD']"
0.0593236776473941,0.031027480464933532,0.0879647659300522,14457.62155748828,0.11796637875620387,0.15340639119382157,0.15907322194568518,0.16368235390779245,-984988.6305086603,0.17160056690936376
0.059329936082908374,0.031094105739323585,0.08801776897914126,14462.466982140832,0.1180471295221931,0.15344778506462203,0.15912623606007148,0.16373807311380334,-985297.0840383843,0.1716592180247548
0.05909190403176101,0.03087147742149854,0.08779705271156468,14441.60204671076,0.11785316223658514,0.15322663060460665,0.15891048655237983,0.16352729759753556,-983954.1348249763,0.17144835056485463
0.059446122449724026,0.031186071052900832,0.08811666124612616,14468.944155125966,0.11821605432959793,0.1535192517974648,0.1591992493084442,0.16381987563842987,-986208.9219312593,0.17173079061877328
0.058990055043408374,0.03075346731542916,0.08769932409002723,14434.799898976431,0.11791581361566976,0.15311838446949302,0.1588092330493227,0.16342346121640694,-983555.9308092846,0.1713373695774243
0.05980696339658831,0.031523129479922085,0.08845320267866019,14498.381553129933,0.11861188969186084,0.15382050543445017,0.15950975386515964,0.16412560908028437,-988273.2886196505,0.17203325571216377
0.059198188544785424,0.03091717760488666,0.08792741712045493,14450.645223040221,0.11816741851185683,0.15334176416968964,0.15903790964814501,0.16366224180224864,-985141.9736895626,0.171578371208141
0.05958952832854292,0.031249703867118117,0.08831598552825792,14483.702052497087,0.11833776204497826,0.1536723942473817,0.1593950032726752,0.16399546397847914,-986877.8296969235,0.17191810297045174
0.05939081837184634,0.030975567286679384,0.08821427282579919,14474.078836558023,0.1179760775729507,0.1536019728935607,0.15934964822532072,0.16392924155966473,-985740.7559916936,0.171870651789377
0.0577998962462547,0.029370476529788414,0.08664476458950299,14338.613069702289,0.11664338024473474,0.1521813192395548,0.15792732203853166,0.1625251545271169,-976593.0223298753,0.17047268515099012
0.05849113060784483,0.03005684240995632,0.08736088594710778,14401.696460301318,0.11720631660231777,0.15284552939186882,0.15859643779655552,0.16318270696780737,-980795.59677222,0.17112839226261944
0.05868790052846262,0.0302890078520478,0.08753433311937142,14411.088601112948,0.1172836649511506,0.15296976283329344,0.15870240830257576,0.16329597091914014,-981611.8928187843,0.17123475969025992
0.05833110902752181,0.02995314841431873,0.08722331451250853,14380.78613430739,0.11686437609873121,0.152655298106841,0.15838499779864323,0.16298701333645793,-979384.2412371123,0.1709279603454713
0.05904247241937932,0.030581922127320582,0.08782905052577472,14439.11796602732,0.11754907338375666,0.15327576991849848,0.15900020793950742,0.16360639080108413,-983631.329611809,0.17154434095926263
0.05855284006239381,0.03010735690910027,0.08737672182204814,14398.17700452551,0.11714259030050159,0.15283540611644467,0.15856489780975447,0.1631664795290465,-980679.841338357,0.1711080657035179
0.058984253951933074,0.030555063903483393,0.08775152745608794,14429.00988536625,0.11748976922794742,0.15317273488803146,0.15888892662355913,0.16350223345422588,-983100.0348654035,0.17143544077468942
0.059139148815692044,0.030793874840099433,0.0879424469145238,14444.281938705375,0.11766606802775967,0.1533428649118364,0.1590544033275203,0.1636713542239268,-984277.6625509523,0.17160241026862544
0.059093224793468124,0.03075763757076655,0.0878651639729433,14438.610173389417,0.11763648426402588,0.15328823110566245,0.1590008483958032,0.16361904039301478,-983943.4380494468,0.17155084823464095
0.05893781512875529,0.030606275704790353,0.08770791754741136,14423.640623627449,0.1174695855642473,0.15313637507372696,0.158847383197129,0.16346896912065342,-982950.3044387186,0.17140045876972032
0.059167018495785206,0.030862355202703085,0.08796444305192952,14446.965572669375,0.1176127485810501,0.15336830993169875,0.1590869080253845,0.1637031211198992,-984383.8428527163,0.17163606124575237
0.05937899956933368,0.030969400903337774,0.08815954817793414,14466.592622670665,0.11786749385197366,0.15356832564045608,0.15929129495137684,0.16390195603371877,-985638.2314159023,0.1718367856823526
0.05898917011384097,0.03063397276447688,0.0878453698020415,14436.076157359916,0.11752630732240354,0.15326472094472118,0.15897838193843672,0.16360547494828057,-983849.4859059723,0.17153748630395704
0.05910188669135785,0.030898537839600837,0.08799609365088157,14450.378852219583,0.11771000228883706,0.153403399170633,0.15911487754843323,0.16373843576969124,-984777.7236873293,0.1716683359943244
0.059000670781992115,0.03080371735530185,0.08790090816149876,14440.215310414496,0.11759567944914887,0.15329836253265536,0.15900966748714052,0.16363533152691917,-984117.3457692051,0.17156389153369445
0.05908520986531596,0.030795057201977616,0.08795124493170037,14443.090712345962,0.11763309099373867,0.15334241153519826,0.1590423030538397,0.16366748472052373,-984343.515662293,0.17159436774716408
0.05936019441017437,0.03112534525896926,0.08823551568211196,14467.178138853167,0.11791107294872016,0.15360515483134637,0.15930072170106957,0.16393095176451197,-986192.7264482928,0.1718539953686007
0.05978392270929478,0.03158228159717025,0.0886297245405645,14503.039908731793,0.11828582325433537,0.15399121160738427,0.15967523076704504,0.16429907779325176,-988620.9302326916,0.17222065375260753
0.059543954187895154,0.031236195566365255,0.08838847787872162,14482.71011154016,0.11803980904073165,0.15377347004618128,0.15946551782414664,0.16408746434344335,-987139.9475702671,0.17201275706982821
0.05952248169670382,0.03121049331736181,0.0883458488145289,14477.632100386909,0.11801503223571405,0.15373556973127608,0.15941871886029646,0.16404314992558164,-986897.8267795546,0.1719656414011571
0.059614204474448984,0.03137170178812232,0.08844335215414645,14484.103770682545,0.11815077185011738,0.1538168977025495,0.15948841889610854,0.16412110881325703,-987539.4879511464,0.17203835446150295
0.0595639189152769,0.03129052374278807,0.08836379438698838,14475.824718297532,0.11808320893421886,0.1537364783184952,0.15940700950059672,0.16404956199300316,-987147.3145053955,0.1719645309858986
0.05909524923382781,0.03084948330582238,0.08793906303178745,14437.883922748733,0.11766509636183574,0.15333410741188833,0.15900628479225243,0.1636530482616474,-984467.2328107851,0.17157107393630577
0.05948241906039653,0.031199419155358066,0.08829379409745541,14468.150895168641,0.11799402337490082,0.1536578109745807,0.1593258317843934,0.16397423014063925,-986693.3500121189,0.17188778093142631
0.059112790944249816,0.030831855764543392,0.08795996973992537,14440.96373086654,0.1176685269385503,0.15335947888898424,0.1590336745682852,0.16367247465311494,-984507.1122228829,0.17159263927652657
0.05919463415715309,0.030941912217388512,0.08806241883020482,14448.303232064514,0.11781816233127748,0.15344216967254595,0.15911344166728636,0.16375993055895616,-985256.8043861594,0.17167676225604767
0.05926324533164995,0.03098638784272889,0.08809989557438525,14454.46570763296,0.11783882174759773,0.15349595354054485,0.15917090435154035,0.16381368683066327,-985519.7237765882,0.17173221670297756
0.05947103880531057,0.03118736714565784,0.08829037726985334,14469.205228436505,0.11799039714478826,0.15365780501092166,0.15932777731609182,0.16397838837189618,-986679.8098315559,0.17189359013825756
0.05918508928368571,0.030911614479008476,0.08800510768420766,14442.980441960273,0.11774042028545624,0.15339132240541317,0.15905583504559662,0.1637152924547935,-984977.7317913603,0.17162992108459352
0.059559921474548694,0.03126815515209491,0.08834966786244991,14472.356625557528,0.1180717442791204,0.15370763557234587,0.159368477715215,0.16403131258740808,-987179.8336343328,0.171941746898451
0.05908104753498167,0.03078952448629413,0.08790859466115197,14432.927286266058,0.11764273805882215,0.153290005624399,0.15895516848533042,0.16362005942284572,-984411.0453987196,0.17153411067783664
0.059371067372073316,0.03109436146942235,0.08818280095308084,14456.02216979576,0.11790434393168508,0.15353536855132183,0.15919597295937415,0.16386608702245706,-986109.7826480372,0.17177625248281736
0.0589646989961482,0.030649817445040695,0.08777176833346623,14421.275098323822,0.11750173204558315,0.15316378883953918,0.15883138455561363,0.16350331636282914,-983613.7380655361,0.17141751531613048
0.059333802860843,0.031007543293419926,0.08809315071802648,14450.973427386765,0.1178335739177913,0.15347838987368406,0.1591429782574414,0.16381464453410405,-985710.7389446124,0.17172548292332657
0.05952775298908619,0.031215837482006292,0.0882859529666774,14468.003768685114,0.11799439653996147,0.15364465665531865,0.15931374667208842,0.1639771600021139,-986741.3259994918,0.17188725799620064
0.05953855031514943,0.031199302078661506,0.08829283961407874,14467.933945956218,0.11798532724476662,0.1536422086992641,0.15931261163255295,0.1639798534409544,-986802.5292910179,0.17188938761430028
0.059682669217449136,0.03129937501548974,0.08840987853568882,14478.93269776288,0.11807998403828131,0.15374627127278867,0.15942753159290912,0.16408503207011743,-987341.5391302835,0.1719973733870288
0.05927558053266835,0.030926736696564205,0.08800814623683484,14444.26880417089,0.11770132512755946,0.15338239460400444,0.15906347812513366,0.16372443417345828,-984904.0566763142,0.17164057805529276
0.059941262399502926,0.03160788031790818,0.08861827010524292,14495.869665044112,0.1182370206709911,0.15393522109065222,0.15961047506879977,0.16426888169426973,-988679.1345866639,0.17217685863876797
0.0600013046578014,0.03162797151495622,0.08872049826005923,14506.166407046912,0.1183832960880337,0.15404023575681336,0.15972374608123197,0.16438568890734098,-989402.7476706812,0.1722955380521527
0.05946555144626786,0.03108628044741979,0.08819457523767815,14458.105758070335,0.11790542342334209,0.15353837576216237,0.15921835803460538,0.16388622045524506,-986111.082789503,0.17179699223922174
0.0593620073365253,0.030953911921316246,0.08806891217568058,14448.382142749251,0.11779588171034806,0.15343596509401786,0.15911667182365163,0.1637880534576628,-985444.8137125317,0.17170035951009643
0.0591969336042395,0.030818248508692858,0.08795185826447849,14437.783662578455,0.1176714607974067,0.15332459033076157,0.15900788427280732,0.16367284316629355,-984598.9795679934,0.17158855398992745
0.05963008965522143,0.031227249332225315,0.08833995003750739,14473.31395778613,0.11805770116729696,0.15369598093753203,0.15937945512476748,0.16403652983299177,-987005.1671086531,0.1719503324298145
0.05929432659517753,0.030885024492004698,0.08803212037409458,14445.47883103686,0.11777305518439536,0.15340475300950138,0.1590899460963251,0.16374868443789034,-985074.8281381344,0.17166521423842762
0.059221801334690016,0.030831470114003112,0.08798401660515054,14440.48409227292,0.11772798796895464,0.15335588270559433,0.15904074053786332,0.16370437478641967,-984828.8136952929,0.17161976719638738
0.059337924320097546,0.030949941063652564,0.08809776592183438,14449.892347098328,0.11784087722927472,0.1534614693523916,0.15914512399601077,0.16381046113981781,-985585.2990755523,0.17172378962126078
0.05961311516101486,0.03121878368833353,0.08835314020387808,14473.191517743617,0.11807410546142047,0.15370521866033734,0.15939306904664818,0.16405315490965638,-987180.7884999802,0.17196528304519043
0.05936038085632367,0.030929225038091368,0.08808593289615663,14448.100942199831,0.11781620477201372,0.15345268289435982,0.1591423062225148,0.163808899643499,-985584.9812362576,0.17172139601468595
0.059167652197754994,0.03072871308636882,0.08790632184728642,14432.493548353057,0.117637614635439,0.15328476254683748,0.15897966786533702,0.16364068350955185,-984399.6960878102,0.17155489774497912
0.05933116474087252,0.030911833673825106,0.08808076403493104,14447.321131075922,0.11778357312250991,0.1534384213479655,0.15913463309399856,0.16379558390299692,-985451.1333363168,0.17170682625504263
0.059422433083774706,0.031045030722749778,0.08817220187810948,14454.25608642248,0.11787344284727658,0.1535176436139073,0.1592078488979164,0.1638717098647934,-986024.3375072749,0.17177957119967802
0.05936876954831949,0.030968600991080897,0.08810291074190646,14447.95313037817,0.11782912404594549,0.15345431453163164,0.15914380884172752,0.1638099420660602,-985660.7363789687,0.17171760910565348
0.05958338636445715,0.03120073435716919,0.08832343467977377,14469.27177160322,0.11805160501180485,0.1536670236055857,0.1593592725891697,0.16401805917872436,-987044.1368465796,0.17192468187249077
0.059399546181980956,0.031024238966824935,0.08816676467783569,14457.682044693182,0.11789696043210139,0.15352203051566837,0.15922084059491137,0.163877757297906,-986092.869412411,0.1717858875225643
0.059089164681253914,0.03070702943491821,0.08784783818528974,14428.49021837517,0.11762275064385888,0.15322052825888893,0.1589137627912519,0.16357765641769978,-984125.9882121561,0.1714857677739947
0.05962847935819904,0.03125378076694174,0.088334544778787,14468.947485107652,0.11811482933586646,0.15366592090525055,0.15934643102396384,0.1640243506859784,-987337.1840461129,0.17192321587834947
0.059463302434714316,0.031088770458531423,0.08818639770507075,14456.55203126058,0.11798903796599948,0.1535312061568228,0.15921546574184475,0.16388939409912692,-986392.1336245518,0.1717906937891045
0.05912892831583727,0.03075044901852242,0.08787135412248226,14427.754396009535,0.11769838464919787,0.1532313206730248,0.15891550955969402,0.16359375234459458,-984434.292401542,0.1714970855549054
0.05896893812133708,0.03059329759349394,0.08773579403693665,14418.612645213128,0.11750380392735568,0.15312161165297894,0.15881143404219789,0.1634862329153505,-983646.6260260576,0.1713939570988129
0.05923267552512401,0.030898140963590448,0.08800775262617067,14441.60845093349,0.1177869606862788,0.153358161755754,0.15904428857150443,0.1637184731425308,-985331.6361260433,0.17162075928751908
0.059358025515101165,0.031016197035219406,0.0880903660994995,14447.77885840826,0.11789444843760966,0.15343569875625065,0.15911613271487446,0.16379452718546975,-985941.8962143846,0.1716929365688118
0.05867892361783711,0.030370805824356695,0.08746035938308405,14389.692699584033,0.11732575832780781,0.15283877928817485,0.15851639006947804,0.16321267276150248,-982186.7997296331,0.17111150338281933
0.0590786861203384,0.030772678188959568,0.08784539836622784,14424.603236970172,0.11770846695398052,0.15320448874215692,0.15888605186659888,0.1635691469765047,-984532.8357792562,0.1714666968359898
0.05860538133033344,0.03029379374637764,0.08737805264702825,14385.194924589916,0.11726672184774115,0.15278292744773972,0.158458633266241,0.16315334377063812,-981827.1591522414,0.17105453645171986
0.05915632552457728,0.030838555032101755,0.08785450861465238,14430.60421235679,0.11781126604281976,0.15322284026425506,0.15888748661041718,0.1635872764807019,-984919.803108654,0.1714789693345644
0.05928437100261641,0.030987475427522337,0.08799034319676258,14440.38190762543,0.11783514679029676,0.15333476988485809,0.15900101210404127,0.16369567835503981,-985594.7331868662,0.17158607198154985
0.059620598579646966,0.031330778282129046,0.08833854092796434,14474.283101939305,0.11821656521983616,0.15366568384894344,0.1593387677072743,0.16402024764342832,-987618.05962977,0.17191465843929277
0.059213735801150746,0.030920109052675726,0.08794013922014499,14435.65827427087,0.11782070400680553,0.15327430871820658,0.158939645317281,0.16363625710699783,-985165.813560891,0.171529122188819
0.059476019436031646,0.031162380041282134,0.08821164239278678,14461.329105745623,0.11794968067731876,0.15353743909570933,0.15921402002455098,0.16389166224229312,-986552.970620404,0.1717911690474212
0.05891423355519887,0.030590887363755148,0.08767141114532506,14414.85901145506,0.11740772620815305,0.1530463077026405,0.15872679813494694,0.16340939029146231,-983337.8815426519,0.17131626201559258
0.059167365831089724,0.030877550206318105,0.08791275730648718,14438.769385356092,0.11774694705527985,0.153287436242153,0.15896204444051987,0.16365226067080849,-985172.361476481,0.17155675883479016
0.05965926620686279,0.03138376048384928,0.08836384576961398,14474.613344485842,0.1181476834869785,0.15367522473688458,0.1593464855289315,0.16403137893289674,-987793.5147836162,0.17192824811214213
